Num episodes,Cumulative rewards
1350,"[22.0, -1.0, 25.0, 27.0, -3.0, 11.0, -2.0, 26.0, 10.0, 26.0]"
1360,"[-1.0, 34.0, 17.0, -2.0, 8.0, 11.0, 50.0, 25.0, 25.0, -2.0]"
1370,"[8.0, 25.0, 37.0, 5.0, 0.0, -1.0, 36.0, 3.0, -2.0, 11.0]"
1380,"[1.0, 50.0, -2.0, 15.0, -3.0, 36.0, 6.0, -2.0, 1.0, 34.0]"
1390,"[-1.0, 7.0, 12.0, 50.0, -2.0, 12.0, 39.0, 50.0, 11.0, -2.0]"
1400,"[50.0, 26.0, 25.0, -1.0, 50.0, 50.0, 11.0, 50.0, 50.0, 5.0]"
1410,"[-1.0, 0.0, 8.0, 14.0, 12.0, -2.0, 9.0, 10.0, 22.0, 1.0]"
1420,"[0.0, -1.0, -2.0, -2.0, 10.0, 14.0, 8.0, 13.0, 14.0, 1.0]"
1430,"[0.0, -1.0, -2.0, -1.0, 0.0, 15.0, -3.0, -3.0, -1.0, 19.0]"
1440,"[16.0, 14.0, -1.0, 50.0, 14.0, 0.0, -1.0, 1.0, 12.0, 2.0]"
1450,"[3.0, -1.0, -1.0, 16.0, 29.0, -1.0, -1.0, 1.0, -1.0, -1.0]"
1460,"[-1.0, 32.0, 18.0, 4.0, -2.0, -2.0, -1.0, -2.0, 15.0, -1.0]"
1470,"[-1.0, -1.0, -2.0, 11.0, 0.0, -1.0, -2.0, -2.0, -1.0, 18.0]"
1480,"[0.0, 0.0, -1.0, 15.0, 8.0, -1.0, 31.0, 0.0, -2.0, 16.0]"
1490,"[-1.0, 0.0, -2.0, 20.0, 1.0, 11.0, -3.0, 11.0, -2.0, 1.0]"
1500,"[3.0, 0.0, 3.0, 15.0, 8.0, 16.0, -2.0, -2.0, -2.0, 15.0]"
1510,"[-1.0, -2.0, -1.0, -2.0, -2.0, 2.0, 0.0, -1.0, -1.0, 16.0]"
1520,"[-2.0, 1.0, 9.0, -2.0, 0.0, 12.0, 21.0, 8.0, -1.0, -2.0]"
1530,"[-2.0, -2.0, 12.0, -1.0, -2.0, 15.0, 8.0, 16.0, -2.0, -2.0]"
1540,"[0.0, -1.0, 6.0, 9.0, 10.0, 0.0, -2.0, 12.0, -2.0, 0.0]"
1550,"[16.0, -3.0, -2.0, -2.0, 0.0, -1.0, 16.0, -1.0, 18.0, 1.0]"
1560,"[0.0, -2.0, 14.0, 0.0, 1.0, 26.0, -1.0, 15.0, 11.0, -2.0]"
1570,"[-2.0, 20.0, -2.0, 18.0, 0.0, 12.0, -1.0, -1.0, -2.0, -2.0]"
1580,"[33.0, 10.0, 0.0, -2.0, 16.0, -2.0, -2.0, 18.0, -1.0, 13.0]"
1590,"[1.0, 19.0, 16.0, -2.0, -2.0, -2.0, 6.0, -2.0, 15.0, -1.0]"
1600,"[0.0, 13.0, -2.0, -2.0, 8.0, -2.0, 0.0, -3.0, -2.0, 21.0]"
